,,"Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)"
"United Arab Emirates","2007","1089 [931-1247]","965 [825-1105]","124 [106-142]","17.7 [15.1-20.2]","21.4 [18.3-24.5]","7.5 [6.4-8.6]"
"United Arab Emirates","2006","910 [788-1033]","793 [687-900]","117 [101-133]","17.2 [14.9-19.5]","20.8 [18.0-23.6]","7.8 [6.8-8.9]"
"United Arab Emirates","2005","856 [745-966]","735 [639-829]","121 [106-137]","18.7 [16.2-21.1]","22.7 [19.8-25.7]","8.9 [7.8-10.1]"
"United Arab Emirates","2004","850 [741-958]","722 [630-814]","128 [111-144]","20.9 [18.2-23.5]","25.7 [22.4-28.9]","10.2 [8.9-11.5]"
"United Arab Emirates","2003","900 [788-1012]","755 [661-849]","145 [127-163]","24.2 [21.2-27.3]","29.7 [26.0-33.4]","12.4 [10.8-13.9]"
"United Arab Emirates","2002","778 [682-874]","648 [568-728]","130 [114-146]","22.4 [19.6-25.1]","27.4 [24.0-30.8]","11.7 [10.2-13.1]"
"United Arab Emirates","2001","522 [457-586]","434 [380-487]","88 [77-99]","15.8 [13.8-17.7]","19.4 [17.0-21.7]","8.3 [7.3-9.3]"
"United Arab Emirates","2000","502 [438-566]","416 [363-469]","86 [75-97]","16.0 [14.0-18.1]","19.6 [17.1-22.1]","8.5 [7.4-9.6]"
"United Kingdom of Great Britain and Northern Ireland","2019","2169 [2023-2306]","1611 [1513-1703]","557 [510-603]","3.2 [3.0-3.4]","4.8 [4.5-5.1]","1.6 [1.5-1.8]"
"United Kingdom of Great Britain and Northern Ireland","2018","2026 [1896-2151]","1512 [1425-1595]","514 [470-556]","3.0 [2.8-3.2]","4.6 [4.3-4.8]","1.5 [1.4-1.6]"
"United Kingdom of Great Britain and Northern Ireland","2017","2015 [1889-2136]","1509 [1426-1590]","505 [462-546]","3.0 [2.8-3.2]","4.6 [4.3-4.8]","1.5 [1.4-1.6]"
"United Kingdom of Great Britain and Northern Ireland","2016","2019 [1901-2133]","1524 [1446-1601]","495 [455-532]","3.0 [2.9-3.2]","4.7 [4.4-4.9]","1.5 [1.4-1.6]"
"United Kingdom of Great Britain and Northern Ireland","2015","1927 [1815-2033]","1464 [1390-1535]","463 [426-498]","2.9 [2.8-3.1]","4.5 [4.3-4.7]","1.4 [1.3-1.5]"
"United Kingdom of Great Britain and Northern Ireland","2014","2107 [1986-2225]","1584 [1506-1663]","523 [481-562]","3.2 [3.0-3.4]","4.9 [4.7-5.2]","1.6 [1.4-1.7]"
"United Kingdom of Great Britain and Northern Ireland","2013","1858 [1756-1957]","1378 [1311-1442]","480 [445-515]","2.9 [2.7-3.0]","4.3 [4.1-4.5]","1.5 [1.3-1.6]"
"United Kingdom of Great Britain and Northern Ireland","2012","1928 [1822-2037]","1443 [1374-1517]","485 [448-519]","3.0 [2.8-3.2]","4.5 [4.3-4.8]","1.5 [1.4-1.6]"
"United Kingdom of Great Britain and Northern Ireland","2011","2149 [2041-2262]","1633 [1559-1710]","516 [481-553]","3.4 [3.2-3.5]","5.2 [5.0-5.4]","1.6 [1.5-1.7]"
"United Kingdom of Great Britain and Northern Ireland","2010","2342 [2230-2459]","1728 [1657-1802]","614 [572-658]","3.7 [3.5-3.9]","5.5 [5.3-5.8]","1.9 [1.8-2.0]"
"United Kingdom of Great Britain and Northern Ireland","2009","2702 [2575-2830]","2063 [1979-2147]","639 [597-683]","4.3 [4.1-4.5]","6.7 [6.4-7.0]","2.0 [1.9-2.1]"
"United Kingdom of Great Britain and Northern Ireland","2008","3226 [3064-3378]","2381 [2276-2475]","845 [788-903]","5.2 [4.9-5.4]","7.8 [7.5-8.1]","2.7 [2.5-2.9]"
"United Kingdom of Great Britain and Northern Ireland","2007","3583 [3413-3745]","2681 [2570-2782]","902 [843-963]","5.8 [5.6-6.1]","8.9 [8.5-9.2]","2.9 [2.7-3.1]"
"United Kingdom of Great Britain and Northern Ireland","2006","3987 [3806-4161]","3016 [2898-3127]","971 [908-1034]","6.6 [6.3-6.8]","10.1 [9.7-10.5]","3.1 [2.9-3.3]"
"United Kingdom of Great Britain and Northern Ireland","2005","3995 [3827-4165]","3030 [2919-3142]","965 [907-1023]","6.6 [6.3-6.9]","10.3 [9.9-10.6]","3.1 [2.9-3.3]"
"United Kingdom of Great Britain and Northern Ireland","2004","4113 [3939-4290]","3061 [2951-3174]","1052 [988-1116]","6.9 [6.6-7.2]","10.5 [10.1-10.8]","3.4 [3.2-3.6]"
"United Kingdom of Great Britain and Northern Ireland","2003","4290 [4108-4465]","3172 [3056-3284]","1118 [1052-1181]","7.2 [6.9-7.5]","10.9 [10.5-11.3]","3.7 [3.5-3.9]"
"United Kingdom of Great Britain and Northern Ireland","2002","4216 [4034-4385]","3180 [3060-3292]","1036 [974-1093]","7.1 [6.8-7.4]","11.0 [10.6-11.4]","3.4 [3.2-3.6]"
"United Kingdom of Great Britain and Northern Ireland","2001","4164 [3985-4330]","3098 [2981-3207]","1066 [1003-1123]","7.0 [6.7-7.3]","10.7 [10.3-11.1]","3.5 [3.3-3.7]"
"United Kingdom of Great Britain and Northern Ireland","2000","4058 [3888-4217]","2985 [2877-3089]","1073 [1011-1128]","6.9 [6.6-7.2]","10.4 [10.0-10.8]","3.6 [3.3-3.7]"
"United Republic of Tanzania","2019","18054 [14526-21728]","12518 [10072-15066]","5535 [4454-6662]","31.1 [25.0-37.5]","43.2 [34.8-52.0]","19.1 [15.3-23.0]"
"United Republic of Tanzania","2018","17470 [14084-20967]","12077 [9736-14494]","5393 [4348-6473]","31.0 [25.0-37.2]","42.9 [34.6-51.5]","19.1 [15.4-23.0]"
"United Republic of Tanzania","2017","16902 [13652-20229]","11632 [9396-13922]","5270 [4257-6307]","30.9 [25.0-37.0]","42.6 [34.4-51.0]","19.3 [15.6-23.0]"
"United Republic of Tanzania","2016","16252 [13155-19411]","11162 [9035-13332]","5090 [4120-6079]","30.6 [24.8-36.6]","42.1 [34.1-50.3]","19.2 [15.5-22.9]"
"United Republic of Tanzania","2015","15858 [12855-18860]","10884 [8823-12944]","4975 [4032-5916]","30.8 [25.0-36.6]","42.4 [34.3-50.4]","19.3 [15.6-22.9]"
"United Republic of Tanzania","2014","15296 [12434-18158]","10552 [8578-12526]","4744 [3856-5632]","30.6 [24.9-36.3]","42.3 [34.4-50.2]","19.0 [15.4-22.5]"
"United Republic of Tanzania","2013","14687 [11946-17428]","10114 [8226-12001]","4573 [3720-5427]","30.3 [24.6-35.9]","41.8 [34.0-49.6]","18.8 [15.3-22.3]"
"United Republic of Tanzania","2012","14264 [11625-16902]","9839 [8019-11658]","4425 [3606-5244]","30.3 [24.7-35.9]","41.9 [34.2-49.7]","18.8 [15.3-22.2]"
"United Republic of Tanzania","2011","13062 [10697-15428]","9059 [7419-10700]","4003 [3278-4728]","28.6 [23.4-33.8]","39.8 [32.6-47.0]","17.5 [14.3-20.7]"
"United Republic of Tanzania","2010","12784 [10447-15120]","8901 [7273-10527]","3883 [3174-4593]","28.8 [23.6-34.1]","40.2 [32.9-47.6]","17.5 [14.3-20.7]"
"United Republic of Tanzania","2009","12343 [10080-14606]","8624 [7043-10205]","3719 [3037-4401]","28.7 [23.4-33.9]","40.2 [32.8-47.5]","17.2 [14.1-20.4]"
"United Republic of Tanzania","2008","11871 [9700-14041]","8355 [6827-9883]","3516 [2873-4158]","28.4 [23.2-33.5]","40.1 [32.7-47.4]","16.7 [13.7-19.8]"
"United Republic of Tanzania","2007","11718 [9506-13929]","8246 [6690-9802]","3472 [2816-4127]","28.8 [23.4-34.2]","40.7 [33.0-48.4]","17.0 [13.8-20.2]"
"United Republic of Tanzania","2006","11391 [9252-13530]","8041 [6531-9551]","3350 [2721-3979]","28.8 [23.4-34.2]","40.8 [33.2-48.5]","16.9 [13.7-20.0]"
"United Republic of Tanzania","2005","11456 [9321-13591]","8124 [6610-9639]","3332 [2711-3952]","29.8 [24.2-35.3]","42.5 [34.5-50.4]","17.3 [14.0-20.5]"
"United Republic of Tanzania","2004","11249 [9142-13355]","8007 [6507-9506]","3242 [2635-3849]","30.1 [24.5-35.7]","43.0 [35.0-51.1]","17.3 [14.0-20.5]"
"United Republic of Tanzania","2003","10903 [8906-12901]","7764 [6342-9186]","3139 [2564-3715]","30.0 [24.5-35.5]","42.9 [35.1-50.8]","17.2 [14.0-20.3]"
"United Republic of Tanzania","2002","11043 [8970-13116]","7908 [6424-9393]","3135 [2546-3723]","31.3 [25.4-37.1]","45.0 [36.5-53.4]","17.7 [14.3-21.0]"
"United Republic of Tanzania","2001","11015 [8897-13134]","7893 [6375-9411]","3122 [2522-3723]","32.0 [25.9-38.2]","46.1 [37.3-55.0]","18.1 [14.6-21.5]"
"United Republic of Tanzania","2000","10794 [8701-12887]","7742 [6241-9244]","3052 [2460-3643]","32.2 [26.0-38.5]","46.5 [37.5-55.5]","18.1 [14.6-21.6]"
"United States of America","2019","41694 [38130-44412]","29176 [26605-31057]","12519 [11525-13355]","12.7 [11.6-13.5]","17.9 [16.3-19.1]","7.5 [6.9-8.0]"
"United States of America","2018","41053 [37449-43617]","28814 [26231-30581]","12239 [11218-13036]","12.6 [11.4-13.3]","17.8 [16.2-18.9]","7.4 [6.8-7.9]"
"United States of America","2017","41550 [37951-43943]","29443 [26839-31068]","12107 [11111-12874]","12.8 [11.7-13.5]","18.3 [16.7-19.3]","7.4 [6.8-7.8]"
"United States of America","2016","41555 [38331-43675]","29380 [27094-30806]","12175 [11238-12868]","12.9 [11.9-13.5]","18.4 [17.0-19.3]","7.5 [6.9-7.9]"
"United States of America","2015","38705 [36457-40445]","27410 [25887-28564]","11295 [10570-11881]","12.1 [11.4-12.6]","17.3 [16.3-18.0]","7.0 [6.5-7.3]"
"United States of America","2014","36061 [34298-37547]","25464 [24324-26428]","10597 [9973-11119]","11.3 [10.8-11.8]","16.2 [15.4-16.8]","6.6 [6.2-6.9]"
"United States of America","2013","36174 [34533-37589]","25390 [24360-26295]","10784 [10173-11294]","11.4 [10.9-11.9]","16.2 [15.6-16.8]","6.7 [6.4-7.1]"
"United States of America","2012","37405 [35822-38811]","26225 [25255-27113]","11180 [10567-11698]","11.9 [11.4-12.4]","16.9 [16.3-17.5]","7.0 [6.7-7.4]"
"United States of America","2011","36128 [34635-37449]","25364 [24449-26198]","10764 [10186-11250]","11.6 [11.1-12.0]","16.5 [15.9-17.0]","6.8 [6.5-7.1]"
"United States of America","2010","36153 [34692-37472]","25024 [24143-25850]","11129 [10549-11622]","11.7 [11.2-12.1]","16.4 [15.8-16.9]","7.1 [6.7-7.4]"
"United States of America","2009","37139 [35710-38424]","25863 [24993-26675]","11276 [10716-11749]","12.1 [11.7-12.5]","17.1 [16.5-17.6]","7.3 [6.9-7.6]"
"United States of America","2008","40721 [39196-42126]","28743 [27793-29644]","11978 [11403-12481]","13.4 [12.9-13.9]","19.2 [18.5-19.8]","7.8 [7.4-8.1]"
"United States of America","2007","44863 [43177-46482]","31486 [30445-32520]","13378 [12732-13962]","14.9 [14.4-15.5]","21.2 [20.5-21.9]","8.8 [8.4-9.2]"
"United States of America","2006","46474 [44754-48092]","32200 [31162-33221]","14274 [13592-14871]","15.6 [15.0-16.2]","21.9 [21.2-22.6]","9.5 [9.0-9.9]"
"United States of America","2005","46394 [44695-47929]","32070 [31047-33030]","14324 [13648-14899]","15.7 [15.2-16.2]","22.0 [21.3-22.7]","9.6 [9.1-10.0]"
"United States of America","2004","46158 [44470-47672]","31450 [30452-32382]","14708 [14019-15290]","15.8 [15.2-16.3]","21.8 [21.1-22.5]","9.9 [9.5-10.3]"
"United States of America","2003","46286 [44565-47807]","31505 [30485-32434]","14781 [14080-15373]","16.0 [15.4-16.5]","22.0 [21.3-22.7]","10.1 [9.6-10.5]"
"United States of America","2002","46575 [44893-48088]","31649 [30646-32586]","14925 [14247-15502]","16.2 [15.6-16.7]","22.3 [21.6-23.0]","10.2 [9.8-10.6]"
"United States of America","2001","44676 [43061-46159]","30494 [29530-31413]","14183 [13531-14747]","15.7 [15.1-16.2]","21.7 [21.1-22.4]","9.8 [9.4-10.2]"
"United States of America","2000","44148 [42551-45671]","29837 [28889-30792]","14311 [13662-14880]","15.7 [15.1-16.2]","21.5 [20.8-22.2]","10.0 [9.6-10.4]"
"Uruguay","2019","512 [394-633]","395 [306-484]","117 [88-149]","14.8 [11.4-18.3]","23.6 [18.3-29.0]","6.5 [4.9-8.3]"
"Uruguay","2018","544 [424-667]","422 [332-513]","122 [92-154]","15.8 [12.3-19.3]","25.4 [20.0-30.8]","6.8 [5.2-8.6]"
"Uruguay","2017","485 [391-588]","371 [304-444]","114 [87-144]","14.1 [11.4-17.1]","22.3 [18.3-26.8]","6.4 [4.9-8.1]"
"Uruguay","2016","460 [378-551]","350 [291-415]","110 [87-137]","13.4 [11.0-16.1]","21.2 [17.6-25.1]","6.2 [4.9-7.7]"
"Uruguay","2015","522 [434-620]","403 [341-473]","119 [93-148]","15.3 [12.7-18.2]","24.5 [20.7-28.7]","6.7 [5.2-8.4]"
"Uruguay","2014","555 [465-654]","446 [380-519]","109 [85-135]","16.3 [13.7-19.2]","27.2 [23.2-31.6]","6.2 [4.8-7.7]"
"Uruguay","2013","585 [487-689]","446 [378-518]","139 [110-170]","17.3 [14.4-20.3]","27.3 [23.1-31.7]","7.9 [6.2-9.7]"
"Uruguay","2012","527 [444-622]","410 [350-477]","117 [94-146]","15.6 [13.1-18.4]","25.2 [21.5-29.3]","6.7 [5.4-8.3]"
"Uruguay","2011","590 [497-696]","453 [387-527]","137 [110-170]","17.5 [14.7-20.7]","27.9 [23.8-32.4]","7.8 [6.3-9.7]"
"Uruguay","2010","573 [483-675]","427 [366-495]","146 [117-180]","17.1 [14.4-20.1]","26.4 [22.6-30.6]","8.4 [6.7-10.4]"
"Uruguay","2009","552 [467-647]","430 [368-498]","122 [98-149]","16.5 [13.9-19.3]","26.6 [22.8-30.8]","7.0 [5.7-8.6]"
"Uruguay","2008","531 [449-622]","412 [352-477]","119 [96-145]","15.9 [13.4-18.6]","25.6 [21.9-29.7]","6.9 [5.6-8.4]"
"Uruguay","2007","479 [404-560]","359 [307-414]","120 [96-146]","14.4 [12.1-16.8]","22.4 [19.1-25.8]","6.9 [5.6-8.5]"
"Uruguay","2006","481 [406-563]","374 [320-433]","107 [86-129]","14.5 [12.2-16.9]","23.4 [20.0-27.0]","6.2 [5.0-7.5]"
"Uruguay","2005","424 [356-498]","305 [260-354]","119 [95-144]","12.8 [10.7-15.0]","19.0 [16.3-22.1]","6.9 [5.5-8.4]"
"Uruguay","2004","462 [388-542]","354 [301-411]","108 [87-131]","13.9 [11.7-16.3]","22.1 [18.8-25.6]","6.3 [5.1-7.6]"
"Uruguay","2003","406 [340-478]","310 [263-361]","96 [78-117]","12.2 [10.2-14.4]","19.3 [16.4-22.5]","5.6 [4.5-6.8]"
"Uruguay","2002","410 [344-483]","311 [264-363]","99 [80-120]","12.3 [10.3-14.5]","19.3 [16.4-22.6]","5.8 [4.7-7.0]"
"Uruguay","2001","518 [437-607]","383 [327-443]","135 [110-164]","15.6 [13.1-18.2]","23.8 [20.3-27.5]","7.9 [6.4-9.5]"
"Uruguay","2000","559 [469-659]","421 [357-490]","138 [112-169]","16.8 [14.1-19.8]","26.2 [22.2-30.5]","8.1 [6.5-9.9]"
"Uzbekistan","2019","3853 [2855-5034]","3031 [2259-3922]","821 [596-1111]","11.7 [8.7-15.3]","18.4 [13.7-23.8]","5.0 [3.6-6.7]"
"Uzbekistan","2018","3326 [2544-4216]","2621 [2018-3290]","705 [526-926]","10.2 [7.8-13.0]","16.2 [12.5-20.3]","4.3 [3.2-5.7]"
"Uzbekistan","2017","3585 [2844-4414]","2829 [2259-3454]","756 [585-960]","11.2 [8.9-13.8]","17.8 [14.2-21.7]","4.7 [3.6-6.0]"
"Uzbekistan","2016","3617 [2966-4333]","2854 [2357-3392]","763 [609-941]","11.5 [9.4-13.8]","18.2 [15.0-21.7]","4.8 [3.9-6.0]"
"Uzbekistan","2015","3694 [3069-4366]","2926 [2446-3431]","768 [622-935]","11.9 [9.9-14.1]","19.0 [15.9-22.3]","4.9 [4.0-6.0]"
"Uzbekistan","2014","3306 [2796-3881]","2635 [2245-3069]","671 [551-812]","10.9 [9.2-12.8]","17.4 [14.8-20.3]","4.4 [3.6-5.3]"
"Uzbekistan","2013","3482 [2959-4067]","2761 [2366-3199]","721 [593-867]","11.6 [9.9-13.6]","18.5 [15.9-21.5]","4.8 [3.9-5.8]"
"Uzbekistan","2012","3045 [2596-3553]","2418 [2078-2800]","627 [518-753]","10.3 [8.8-12.1]","16.5 [14.2-19.1]","4.2 [3.5-5.1]"
"Uzbekistan","2011","3262 [2775-3810]","2591 [2223-3004]","671 [552-806]","11.3 [9.6-13.1]","18.0 [15.4-20.8]","4.6 [3.8-5.5]"
"Uzbekistan","2010","3216 [2730-3755]","2542 [2177-2945]","674 [552-810]","11.3 [9.6-13.2]","17.9 [15.4-20.8]","4.7 [3.9-5.7]"
"Uzbekistan","2009","3611 [3047-4239]","2860 [2434-3329]","751 [613-909]","12.9 [10.9-15.1]","20.5 [17.4-23.9]","5.3 [4.3-6.4]"
"Uzbekistan","2008","2928 [2437-3488]","2311 [1939-2729]","617 [498-759]","10.6 [8.8-12.6]","16.8 [14.1-19.9]","4.4 [3.6-5.5]"
"Uzbekistan","2007","2790 [2306-3345]","2198 [1832-2615]","592 [474-731]","10.3 [8.5-12.3]","16.3 [13.6-19.3]","4.3 [3.5-5.3]"
"Uzbekistan","2006","2669 [2210-3190]","2097 [1750-2487]","572 [460-703]","10.0 [8.2-11.9]","15.7 [13.1-18.7]","4.2 [3.4-5.2]"
"Uzbekistan","2005","3397 [2845-4020]","2674 [2257-3142]","723 [588-878]","12.9 [10.8-15.2]","20.4 [17.2-23.9]","5.4 [4.4-6.6]"
"Uzbekistan","2004","3346 [2821-3939]","2615 [2222-3055]","731 [599-885]","12.8 [10.8-15.1]","20.2 [17.2-23.6]","5.6 [4.6-6.7]"
"Uzbekistan","2003","2555 [2159-3004]","1991 [1695-2324]","564 [464-680]","9.9 [8.4-11.7]","15.6 [13.2-18.2]","4.4 [3.6-5.3]"
"Uzbekistan","2002","2098 [1774-2464]","1633 [1391-1903]","465 [383-560]","8.2 [7.0-9.7]","12.9 [11.0-15.1]","3.6 [3.0-4.4]"
"Uzbekistan","2001","2404 [2034-2819]","1875 [1598-2182]","529 [436-637]","9.6 [8.1-11.2]","15.0 [12.8-17.5]","4.2 [3.5-5.0]"
"Uzbekistan","2000","2413 [2042-2828]","1890 [1609-2202]","523 [432-627]","9.7 [8.2-11.4]","15.3 [13.1-17.9]","4.2 [3.5-5.0]"
"Vanuatu","2019","45 [40-50]","33 [30-37]","11 [10-13]","14.9 [13.4-16.6]","21.8 [19.6-24.3]","7.7 [6.9-8.6]"
"Vanuatu","2018","44 [40-49]","33 [29-37]","11 [10-13]","15.1 [13.5-16.8]","22.1 [19.8-24.6]","7.9 [7.1-8.8]"
"Vanuatu","2017","44 [39-49]","32 [29-36]","11 [10-13]","15.3 [13.7-17.0]","22.3 [20.0-24.9]","8.0 [7.2-8.9]"
"Vanuatu","2016","43 [39-48]","32 [29-36]","11 [10-12]","15.4 [14.0-17.2]","22.6 [20.5-25.2]","8.1 [7.4-9.0]"
"Vanuatu","2015","42 [38-47]","31 [28-35]","11 [10-12]","15.5 [14.0-17.3]","22.7 [20.5-25.4]","8.1 [7.3-9.1]"
"Vanuatu","2014","39 [35-44]","29 [26-33]","10 [9-11]","14.8 [13.3-16.7]","21.6 [19.4-24.4]","7.7 [6.9-8.7]"
"Vanuatu","2013","34 [30-38]","25 [22-28]","9 [8-10]","13.2 [11.7-14.8]","19.4 [17.1-21.7]","6.9 [6.1-7.7]"
"Vanuatu","2012","33 [29-37]","25 [22-27]","8 [7-10]","13.2 [11.6-14.8]","19.4 [17.0-21.7]","6.9 [6.1-7.7]"
"Vanuatu","2011","33 [29-36]","25 [22-27]","8 [7-9]","13.6 [12.0-14.8]","19.9 [17.5-21.7]","7.1 [6.2-7.7]"
"Vanuatu","2010","32 [28-35]","24 [21-26]","8 [7-9]","13.5 [11.9-14.8]","19.9 [17.4-21.7]","7.0 [6.2-7.7]"
"Vanuatu","2009","31 [27-34]","23 [20-25]","8 [7-9]","13.5 [11.7-14.8]","19.8 [17.2-21.7]","7.0 [6.1-7.6]"
"Vanuatu","2008","30 [27-34]","22 [20-25]","8 [7-9]","13.4 [12.0-15.1]","19.6 [17.6-22.2]","6.9 [6.2-7.8]"
"Vanuatu","2007","30 [26-33]","22 [19-25]","8 [7-8]","13.7 [11.8-15.0]","20.1 [17.4-22.1]","7.0 [6.1-7.7]"
"Vanuatu","2006","29 [26-33]","22 [20-25]","7 [6-8]","13.5 [12.1-15.4]","20.0 [17.9-22.8]","6.8 [6.1-7.7]"
"Vanuatu","2005","29 [25-32]","22 [19-24]","7 [6-8]","13.9 [11.9-15.3]","20.5 [17.7-22.7]","6.9 [5.9-7.6]"
"Vanuatu","2004","29 [26-33]","22 [20-25]","7 [6-8]","14.2 [12.7-16.2]","21.1 [19.0-24.1]","7.0 [6.2-7.9]"
"Vanuatu","2003","29 [25-32]","22 [19-24]","7 [6-8]","14.6 [12.6-16.1]","21.7 [18.7-23.9]","7.3 [6.3-8.0]"
"Vanuatu","2002","28 [25-31]","21 [19-23]","7 [6-8]","14.4 [12.9-16.0]","21.4 [19.1-23.7]","7.2 [6.4-8.0]"
"Vanuatu","2001","27 [23-30]","20 [17-23]","7 [6-7]","14.3 [12.2-15.9]","21.0 [17.9-23.3]","7.2 [6.2-8.0]"
"Vanuatu","2000","26 [23-29]","20 [17-22]","6 [6-7]","14.1 [12.4-15.7]","20.7 [18.3-23.1]","7.1 [6.3-7.9]"
"Venezuela (Bolivarian Republic of)","2019","11127 [7385-15663]","9284 [6139-13020]","1843 [1246-2643]","39.0 [25.9-54.9]","66.1 [43.7-92.7]","12.7 [8.6-18.3]"
"Venezuela (Bolivarian Republic of)","2018","11041 [7468-15282]","9228 [6234-12714]","1813 [1233-2568]","38.2 [25.9-52.9]","64.7 [43.7-89.2]","12.4 [8.4-17.6]"
"Venezuela (Bolivarian Republic of)","2017","11106 [7830-15058]","9313 [6582-12580]","1793 [1248-2478]","37.8 [26.6-51.2]","64.0 [45.2-86.4]","12.1 [8.4-16.7]"
"Venezuela (Bolivarian Republic of)","2016","10640 [7853-14025]","8937 [6625-11731]","1703 [1228-2294]","35.6 [26.3-47.0]","60.3 [44.7-79.2]","11.3 [8.2-15.2]"
"Venezuela (Bolivarian Republic of)","2015","10501 [8187-13170]","8843 [6953-11027]","1658 [1235-2144]","34.9 [27.2-43.8]","59.1 [46.5-73.7]","11.0 [8.2-14.2]"
"Venezuela (Bolivarian Republic of)","2014","10360 [8578-12267]","8756 [7313-10310]","1604 [1265-1957]","34.5 [28.6-40.8]","58.6 [48.9-68.9]","10.6 [8.4-13.0]"
"Venezuela (Bolivarian Republic of)","2013","10537 [8891-12276]","8919 [7547-10361]","1618 [1345-1916]","35.4 [29.9-41.2]","60.1 [50.9-69.8]","10.8 [9.0-12.8]"
"Venezuela (Bolivarian Republic of)","2012","10105 [8645-11624]","8514 [7301-9766]","1591 [1345-1859]","34.4 [29.4-39.6]","58.2 [49.9-66.7]","10.8 [9.1-12.6]"
"Venezuela (Bolivarian Republic of)","2011","8684 [7535-9917]","7221 [6288-8216]","1463 [1247-1701]","30.1 [26.1-34.3]","50.1 [43.6-57.0]","10.1 [8.6-11.7]"
"Venezuela (Bolivarian Republic of)","2010","8877 [7761-10052]","7254 [6365-8185]","1623 [1396-1867]","31.2 [27.3-35.3]","51.1 [44.9-57.7]","11.4 [9.8-13.1]"
"Venezuela (Bolivarian Republic of)","2009","10329 [9053-11661]","8482 [7459-9546]","1847 [1594-2115]","36.8 [32.3-41.6]","60.6 [53.3-68.2]","13.2 [11.4-15.1]"
"Venezuela (Bolivarian Republic of)","2008","10416 [9156-11722]","8647 [7622-9704]","1769 [1534-2018]","37.7 [33.1-42.4]","62.6 [55.2-70.3]","12.8 [11.1-14.6]"
"Venezuela (Bolivarian Republic of)","2007","10016 [8811-11257]","8208 [7247-9188]","1808 [1564-2069]","36.8 [32.3-41.3]","60.3 [53.2-67.5]","13.3 [11.5-15.2]"
"Venezuela (Bolivarian Republic of)","2006","8276 [7284-9322]","6660 [5884-7473]","1616 [1400-1849]","30.8 [27.1-34.7]","49.6 [43.8-55.6]","12.0 [10.4-13.8]"
"Venezuela (Bolivarian Republic of)","2005","7182 [6288-8198]","5776 [5078-6575]","1406 [1210-1623]","27.2 [23.8-31.0]","43.7 [38.4-49.7]","10.6 [9.2-12.3]"
"Venezuela (Bolivarian Republic of)","2004","7328 [6441-8298]","5903 [5211-6659]","1425 [1229-1639]","28.2 [24.8-31.9]","45.3 [40.0-51.1]","11.0 [9.5-12.6]"
"Venezuela (Bolivarian Republic of)","2003","6989 [6134-7886]","5561 [4898-6248]","1428 [1236-1638]","27.4 [24.0-30.9]","43.4 [38.3-48.8]","11.2 [9.7-12.8]"
"Venezuela (Bolivarian Republic of)","2002","7493 [6567-8469]","5792 [5105-6516]","1701 [1462-1954]","29.9 [26.2-33.7]","46.0 [40.6-51.8]","13.6 [11.7-15.6]"
"Venezuela (Bolivarian Republic of)","2001","7404 [6518-8336]","6038 [5335-6771]","1366 [1182-1565]","30.0 [26.4-33.8]","48.8 [43.2-54.8]","11.1 [9.6-12.7]"
"Venezuela (Bolivarian Republic of)","2000","6631 [5850-7467]","5344 [4738-5987]","1287 [1111-1480]","27.4 [24.2-30.9]","44.0 [39.0-49.3]","10.7 [9.2-12.3]"
"Viet Nam","2019","29475 [26249-32666]","23037 [20515-25531]","6438 [5733-7135]","30.6 [27.2-33.9]","47.8 [42.6-53.0]","13.3 [11.9-14.8]"
"Viet Nam","2018","27868 [24568-31142]","21826 [19242-24390]","6042 [5327-6752]","29.2 [25.7-32.6]","45.8 [40.4-51.2]","12.6 [11.1-14.1]"
"Viet Nam","2017","26338 [22984-29675]","20673 [18040-23292]","5665 [4944-6383]","27.8 [24.3-31.4]","43.8 [38.2-49.4]","11.9 [10.4-13.5]"
"Viet Nam","2016","24970 [21571-28358]","19641 [16967-22306]","5329 [4604-6052]","26.7 [23.0-30.3]","42.1 [36.3-47.8]","11.4 [9.8-12.9]"
"Viet Nam","2015","23582 [20205-26960]","18588 [15926-21251]","4994 [4279-5709]","25.4 [21.8-29.1]","40.2 [34.5-46.0]","10.7 [9.2-12.3]"
"Viet Nam","2014","22629 [19167-26091]","17890 [15153-20627]","4739 [4014-5464]","24.7 [20.9-28.4]","39.1 [33.2-45.1]","10.3 [8.7-11.9]"
"Viet Nam","2013","22681 [19169-26193]","17965 [15183-20746]","4716 [3986-5447]","25.0 [21.1-28.9]","39.7 [33.6-45.9]","10.4 [8.8-12.0]"
"Viet Nam","2012","22783 [19239-26327]","18078 [15266-20890]","4705 [3973-5437]","25.4 [21.4-29.3]","40.4 [34.1-46.7]","10.4 [8.8-12.1]"
"Viet Nam","2011","22520 [18993-26048]","17886 [15084-20687]","4634 [3909-5361]","25.3 [21.4-29.3]","40.4 [34.1-46.8]","10.4 [8.8-12.0]"
"Viet Nam","2010","22529 [18999-26059]","17895 [15091-20699]","4634 [3908-5360]","25.6 [21.6-29.6]","40.9 [34.5-47.3]","10.5 [8.8-12.1]"
"Viet Nam","2009","21420 [18701-24139]","17013 [14853-19173]","4407 [3848-4966]","24.6 [21.5-27.7]","39.3 [34.3-44.3]","10.1 [8.8-11.3]"
